"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
WY-039,"Teton County",1.87,49,-0.31,2.18
WY-041,"Uinta County",0.49,22,-0.73,1.22
WY-043,"Washakie County",1.02,71,-0.05,1.07
WY-045,"Weston County",0.45,24,-0.54,0.99
AK-013,"Aleutians East Borough",6.59,79,1.29,5.3
AK-016,"Aleutians West Census Area",8.12,62,0.62,7.5
AK-020,"Anchorage Municipality",6.81,33,-1.54,8.35
AK-050,"Bethel Census Area",2.3,69,0.44,1.86
AK-060,"Bristol Bay Borough",4.33,95,2.11,2.22
AK-063,"Chugach Census Area",26.52,76,4.78,21.74
AK-066,"Copper River Census Area",10.55,97,5.03,5.52
AK-068,"Denali Borough",2.17,71,0.28,1.89
AK-070,"Dillingham Census Area",4.2,87,1.51,2.69
AK-090,"Fairbanks North Star Borough",1.27,66,0.14,1.13
AK-100,"Haines Borough",21.37,90,7.1,14.27
AK-105,"Hoonah-Angoon Census Area",29.95,90,8.5,21.45
AK-110,"Juneau City and Borough",31.87,87,8.32,23.55
AK-122,"Kenai Peninsula Borough",6.71,36,-1.33,8.04
AK-130,"Ketchikan Gateway Borough",24.27,67,2.33,21.94
AK-150,"Kodiak Island Borough",10.37,82,2.81,7.56
AK-158,"Kusilvak Census Area",1.76,60,0.17,1.59
AK-164,"Lake and Peninsula Borough",6.56,91,2.41,4.15
AK-170,"Matanuska-Susitna Borough",4.77,78,1.17,3.6
AK-180,"Nome Census Area",2.11,79,0.54,1.57
AK-185,"North Slope Borough",1.37,89,0.45,0.92
AK-188,"Northwest Arctic Borough",2.08,85,0.78,1.3
AK-195,"Petersburg Borough",34.39,83,6.99,27.4
AK-198,"Prince of Wales-Hyder Census Area",18.95,76,2.17,16.78
AK-220,"Sitka City and Borough",31.39,88,7.14,24.25
AK-230,"Skagway Municipality",18.48,88,5.72,12.76
AK-240,"Southeast Fairbanks Census Area",2.39,95,1.07,1.32
AK-275,"Wrangell City and Borough",24.46,79,3.69,20.77
AK-282,"Yakutat City and Borough",28.63,55,-2.08,30.71
AK-290,"Yukon-Koyukuk Census Area",1.54,76,0.29,1.25
